npz_path,gloss,label_id,n_frames,hand_null_ratio,avg_hand_conf
isl_landmarks/41659__72e00937.npz,PEACE,1248,78,0.5769,0.4231
isl_landmarks/41662__f37f7526.npz,PEACH,1250,101,0.4851,0.5149
isl_landmarks/41663__0f8499ad.npz,PEACH,1250,67,0.4925,0.5075
isl_landmarks/41664__f85d75d2.npz,PEACH,1250,86,0.5814,0.4186
isl_landmarks/41666__7bbb0487.npz,PEACH,1250,36,0.0000,1.0000
isl_landmarks/41693__26abcbce.npz,PEANUT BUTTER,1251,108,0.2870,0.7130
isl_landmarks/41694__24a6b4ae.npz,PEANUT BUTTER,1251,110,0.2818,0.7182
isl_landmarks/41696__4d49a7f4.npz,PEANUT BUTTER,1251,44,0.0000,1.0000
isl_landmarks/41698__195a672d.npz,PEANUT BUTTER,1251,88,0.5341,0.4659
isl_landmarks/41705__8b186ce9.npz,PEAR,1252,76,0.3816,0.6184
isl_landmarks/41708__57c534ba.npz,PEAR,1252,37,0.0000,1.0000
isl_landmarks/41774__db6d5651.npz,PEEL,1253,94,0.4255,0.5745
isl_landmarks/41775__9d6d2ce7.npz,PEEL,1253,35,0.2000,0.8000
isl_landmarks/41777__05be865e.npz,PEEL,1253,65,0.0000,1.0000
isl_landmarks/41780__8fcbaef3.npz,PEEL,1253,112,0.3750,0.6250
isl_landmarks/41811__0f55bd45.npz,PENALTY,1254,68,0.3971,0.6029
isl_landmarks/41812__22a6f2bb.npz,PENALTY,1254,83,0.3855,0.6145
isl_landmarks/41814__f428b93c.npz,PENALTY,1254,32,0.0000,1.0000
isl_landmarks/41816__231b7d7e.npz,PENALTY,1254,103,0.5243,0.4757
isl_landmarks/41822__53a45c74.npz,PENCIL,1255,83,0.4096,0.5904
isl_landmarks/41823__900756af.npz,PENCIL,1255,88,0.2045,0.7955
isl_landmarks/41824__afcfb739.npz,PENCIL,1255,59,0.2881,0.7119
isl_landmarks/41826__73649471.npz,PENCIL,1255,29,0.0000,1.0000
isl_landmarks/41833__b2c53050.npz,PENCIL,1255,79,0.5696,0.4304
isl_landmarks/41896__fe8c4390.npz,PENNSYLVANIA,1256,38,0.3421,0.6579
isl_landmarks/41897__f3c7707c.npz,PENNSYLVANIA,1256,72,0.2500,0.7500
isl_landmarks/41899__a6d9144a.npz,PENNSYLVANIA,1256,61,0.0000,1.0000
isl_landmarks/41900__0f33b8b8.npz,PENNSYLVANIA,1256,57,0.0000,1.0000
isl_landmarks/41902__e839182a.npz,PENNY,1257,78,0.4231,0.5769
isl_landmarks/41905__24752c8e.npz,PENNY,1257,33,0.0000,1.0000
isl_landmarks/41907__619273fe.npz,PENNY,1257,86,0.5465,0.4535
isl_landmarks/41922__e3b93ecd.npz,PEOPLE,1258,72,0.4861,0.5139
isl_landmarks/41923__c92c4000.npz,PEOPLE,1258,39,0.1538,0.8462
isl_landmarks/41924__f7ee5d1a.npz,PEOPLE,1258,118,0.5169,0.4831
isl_landmarks/41927__f934b362.npz,PEOPLE,1258,65,0.0000,1.0000
isl_landmarks/41931__00241569.npz,PEOPLE,1258,83,0.4940,0.5060
isl_landmarks/41938__ff0f1671.npz,PEPPER,1259,89,0.4719,0.5281
isl_landmarks/41939__c8a6e7c7.npz,PEPPER,1259,75,0.3333,0.6667
isl_landmarks/41940__680baa60.npz,PEPPER,1259,37,0.3784,0.6216
isl_landmarks/41941__8e7a1404.npz,PEPPER,1259,29,0.3103,0.6897
isl_landmarks/41942__9d227bee.npz,PEPPER,1259,39,0.2564,0.7436
isl_landmarks/41943__d771d7c0.npz,PEPPER,1259,91,0.2527,0.7473
isl_landmarks/41945__3c434927.npz,PEPPER,1259,35,0.0000,1.0000
isl_landmarks/41976__14ba0d92.npz,PERCENT,1260,33,0.3333,0.6667
isl_landmarks/41977__b271d1fc.npz,PERCENT,1260,70,0.2571,0.7429
isl_landmarks/41979__0def724b.npz,PERCENT,1260,44,0.0227,0.9773
isl_landmarks/41998__5dc28229.npz,PERFECT,1261,77,0.5714,0.4286
isl_landmarks/42001__afa66293.npz,PERFECT,1261,43,0.1860,0.8140
isl_landmarks/42002__fd2618d4.npz,PERFECT,1261,73,0.3288,0.6712
isl_landmarks/42004__5273bf0e.npz,PERFECT,1261,41,0.0000,1.0000
isl_landmarks/42005__1675db9e.npz,PERFECT,1261,49,0.0000,1.0000
isl_landmarks/42008__7395673c.npz,PERFECT,1261,84,0.5357,0.4643
isl_landmarks/42039__20e434e3.npz,PERFUME,1262,35,0.1714,0.8286
isl_landmarks/42040__4fa8e6a6.npz,PERFUME,1262,33,0.3333,0.6667
isl_landmarks/42045__e98d2958.npz,PERFUME,1262,42,0.4048,0.5952
isl_landmarks/42076__259c0c72.npz,PERIOD,1263,31,0.3226,0.6774
isl_landmarks/42086__7a9cef53.npz,PERIOD,1263,33,0.0000,1.0000
isl_landmarks/42088__6f4760e5.npz,PERIOD,1263,70,0.0000,1.0000
isl_landmarks/42137__47e3ec5d.npz,PERMIT,1264,79,0.3038,0.6962
isl_landmarks/42138__27d951a5.npz,PERMIT,1264,27,0.1852,0.8148
isl_landmarks/42142__24e35278.npz,PERMIT,1264,43,0.0000,1.0000
isl_landmarks/42215__54c540b3.npz,PERSONALITY,1266,91,0.3956,0.6044
isl_landmarks/42217__fb31c802.npz,PERSONALITY,1266,53,0.0000,1.0000
isl_landmarks/42220__f266400f.npz,PERSONALITY,1266,82,0.5976,0.4024
isl_landmarks/42225__a73ab81f.npz,PERSON,1265,60,0.4500,0.5500
isl_landmarks/42226__8706562b.npz,PERSON,1265,44,0.2727,0.7273
isl_landmarks/42227__67ca5bb5.npz,PERSON,1265,61,0.4262,0.5738
isl_landmarks/42231__65e9f1bf.npz,PERSON,1265,53,0.0000,1.0000
isl_landmarks/42232__6aba9201.npz,PERSON,1265,53,0.0000,1.0000
isl_landmarks/42243__0bfee6d7.npz,PERSPECTIVE,1267,123,0.3252,0.6748
isl_landmarks/42246__db57554c.npz,PERSPECTIVE,1267,43,0.3256,0.6744
isl_landmarks/42247__4c7302b5.npz,PERSPECTIVE,1267,43,0.1860,0.8140
isl_landmarks/42248__2b397e91.npz,PERSPECTIVE,1267,93,0.2581,0.7419
isl_landmarks/42251__03a42358.npz,PERSPECTIVE,1267,82,0.0000,1.0000
isl_landmarks/42252__42bd53cf.npz,PERSPECTIVE,1267,40,0.0000,1.0000
isl_landmarks/42253__d7a647ad.npz,PERSPECTIVE,1267,81,0.0000,1.0000
isl_landmarks/42256__aafbca18.npz,PERSPECTIVE,1267,74,0.5405,0.4595
isl_landmarks/42308__eb722102.npz,PET,1268,78,0.4744,0.5256
isl_landmarks/42309__0de3ee38.npz,PET,1268,69,0.3913,0.6087
isl_landmarks/42314__c57ba894.npz,PET,1268,36,0.0000,1.0000
isl_landmarks/42318__089c3304.npz,PET,1268,81,0.5926,0.4074
isl_landmarks/42379__0ae9bba2.npz,PHILADELPHIA,1269,78,0.4872,0.5128
isl_landmarks/42381__fedab0f9.npz,PHILADELPHIA,1269,39,0.0000,1.0000
isl_landmarks/42400__e58c716f.npz,PHILOSOPHY,1270,52,0.1923,0.8077
isl_landmarks/42401__c10d392b.npz,PHILOSOPHY,1270,44,0.2273,0.7727
isl_landmarks/42403__e112d896.npz,PHILOSOPHY,1270,75,0.2800,0.7200
isl_landmarks/42407__fda91640.npz,PHILOSOPHY,1270,34,0.0000,1.0000
isl_landmarks/42424__716cbd56.npz,PHONE,1271,76,0.3816,0.6184
isl_landmarks/42425__f46658ad.npz,PHONE,1271,66,0.2576,0.7424
isl_landmarks/42428__2a1b37a6.npz,PHONE,1271,32,0.0000,1.0000
isl_landmarks/42470__7992627e.npz,PHOTOGRAPHER,1272,81,0.3827,0.6173
isl_landmarks/42471__4d094848.npz,PHOTOGRAPHER,1272,86,0.4535,0.5465
isl_landmarks/42472__729e1515.npz,PHOTOGRAPHER,1272,97,0.3711,0.6289
isl_landmarks/42475__d69ee0e6.npz,PHOTOGRAPHER,1272,61,0.0328,0.9672
isl_landmarks/42501__7df31716.npz,PHRASE,1273,104,0.4327,0.5673
isl_landmarks/42502__53fb559b.npz,PHRASE,1273,74,0.3649,0.6351
isl_landmarks/42503__473524f1.npz,PHRASE,1273,41,0.0732,0.9268
isl_landmarks/42504__bc810e40.npz,PHRASE,1273,29,0.1724,0.8276
isl_landmarks/42505__5138cc01.npz,PHRASE,1273,89,0.2360,0.7640
isl_landmarks/42507__5efdbb2f.npz,PHRASE,1273,87,0.0000,1.0000
isl_landmarks/42513__2cf98ffe.npz,P,1226,30,0.0000,1.0000
isl_landmarks/42516__cf832273.npz,P,1226,80,0.4875,0.5125
isl_landmarks/42540__b8eb643c.npz,PHYSICIAN,1274,70,0.3000,0.7000
isl_landmarks/42541__cd4dc212.npz,PHYSICIAN,1274,105,0.4952,0.5048
isl_landmarks/42542__173b27e5.npz,PHYSICIAN,1274,85,0.4353,0.5647
isl_landmarks/42544__a6618682.npz,PHYSICIAN,1274,47,0.0000,1.0000
isl_landmarks/42545__7e50f0a7.npz,PHYSICIAN,1274,54,0.0000,1.0000
isl_landmarks/42547__001dbee7.npz,PHYSICIAN,1274,103,0.5243,0.4757
isl_landmarks/42552__ea9a1712.npz,PHYSICS,1275,94,0.3511,0.6489
isl_landmarks/42553__c936ac00.npz,PHYSICS,1275,80,0.2625,0.7375
isl_landmarks/42554__f50adf45.npz,PHYSICS,1275,41,0.3902,0.6098
isl_landmarks/42555__df7cbfe4.npz,PHYSICS,1275,85,0.2941,0.7059
isl_landmarks/42557__d6f15b81.npz,PHYSICS,1275,35,0.0000,1.0000
isl_landmarks/42560__82a5d29a.npz,PHYSICS,1275,79,0.5570,0.4430
isl_landmarks/42565__59b9ce8a.npz,PIANO,1276,98,0.3367,0.6633
isl_landmarks/42566__90baf735.npz,PIANO,1276,29,0.1724,0.8276
isl_landmarks/42567__13ce7051.npz,PIANO,1276,76,0.1447,0.8553
isl_landmarks/42569__f00b8a3b.npz,PIANO,1276,70,0.0000,1.0000
isl_landmarks/42571__d90f8315.npz,PIANO,1276,87,0.4253,0.5747
isl_landmarks/42585__7a6cb450.npz,PICK,1277,38,0.2895,0.7105
isl_landmarks/42588__28eaca3b.npz,PICK,1277,51,0.0000,1.0000
isl_landmarks/42589__6cca3393.npz,PICK,1277,33,0.0000,1.0000
isl_landmarks/42607__1021b6a7.npz,PICKLE,1278,26,0.0000,1.0000
isl_landmarks/42609__4a9c98b9.npz,PICKLE,1278,39,0.0256,0.9744
isl_landmarks/42651__c9e66ed0.npz,PICTURE,1279,101,0.5248,0.4752
isl_landmarks/42652__d7f504ae.npz,PICTURE,1279,65,0.3077,0.6923
isl_landmarks/42653__b3d3c84a.npz,PICTURE,1279,33,0.2121,0.7879
isl_landmarks/42654__3da08beb.npz,PICTURE,1279,96,0.3229,0.6771
isl_landmarks/42656__0a2a9f3a.npz,PICTURE,1279,28,0.0000,1.0000
isl_landmarks/42660__b5fc7fa0.npz,PICTURE,1279,75,0.4800,0.5200
isl_landmarks/42664__48189900.npz,PIECE,1281,73,0.4521,0.5479
isl_landmarks/42665__bcf0ac2b.npz,PIECE,1281,79,0.1772,0.8228
isl_landmarks/42667__18fd8d35.npz,PIECE,1281,51,0.0000,1.0000
isl_landmarks/42671__78e3e254.npz,PIE,1280,74,0.3514,0.6486
isl_landmarks/42672__be320e0e.npz,PIE,1280,47,0.2979,0.7021
isl_landmarks/42673__0e7d0ead.npz,PIE,1280,78,0.1667,0.8333
isl_landmarks/42675__f3b4fa72.npz,PIE,1280,31,0.0000,1.0000
isl_landmarks/42677__2b67fc6e.npz,PIE,1280,88,0.4886,0.5114
isl_landmarks/42701__5d513e2a.npz,PIG,1282,79,0.5570,0.4430
isl_landmarks/42702__d708bdb3.npz,PIG,1282,33,0.2424,0.7576
isl_landmarks/42703__819eaec8.npz,PIG,1282,35,0.3714,0.6286
isl_landmarks/42704__59312111.npz,PIG,1282,90,0.3667,0.6333
isl_landmarks/42706__b8545bd7.npz,PIG,1282,54,0.0926,0.9074
isl_landmarks/42746__42907d1c.npz,PILLOW,1283,78,0.3590,0.6410
isl_landmarks/42747__1fc6d2a4.npz,PILLOW,1283,56,0.2321,0.7679
isl_landmarks/42749__66a9ad53.npz,PILLOW,1283,33,0.2121,0.7879
isl_landmarks/42750__dcc2cde3.npz,PILLOW,1283,85,0.2471,0.7529
isl_landmarks/42753__2a215750.npz,PILLOW,1283,53,0.0000,1.0000
isl_landmarks/42754__3a708cce.npz,PILLOW,1283,57,0.0000,1.0000
isl_landmarks/42758__2cedb29d.npz,PILLOW,1283,87,0.3563,0.6437
isl_landmarks/42761__4de133d8.npz,PILOT,1284,78,0.3462,0.6538
isl_landmarks/42762__3d427d38.npz,PILOT,1284,87,0.2184,0.7816
isl_landmarks/42764__d0f05805.npz,PILOT,1284,48,0.0000,1.0000
isl_landmarks/42767__8713a4b5.npz,PILOT,1284,90,0.4889,0.5111
isl_landmarks/42832__07c64b85.npz,PINK,1285,40,0.6000,0.4000
isl_landmarks/42836__4c1ab8fd.npz,PINK,1285,53,0.0000,1.0000
isl_landmarks/42939__9a33e999.npz,PITY,1286,73,0.4521,0.5479
isl_landmarks/42940__5f8cd92c.npz,PITY,1286,62,0.1613,0.8387
isl_landmarks/42942__1e911eec.npz,PITY,1286,105,0.3238,0.6762
isl_landmarks/42945__4b985a0b.npz,PITY,1286,83,0.0000,1.0000
isl_landmarks/42947__eb2b2b8f.npz,PITY,1286,85,0.5059,0.4941
isl_landmarks/42956__49fede4e.npz,PIZZA,1287,64,0.3750,0.6250
isl_landmarks/42958__54f155e2.npz,PIZZA,1287,73,0.2603,0.7397
isl_landmarks/42959__5c5871ee.npz,PIZZA,1287,103,0.4563,0.5437
isl_landmarks/42960__69b22570.npz,PIZZA,1287,30,0.2667,0.7333
isl_landmarks/42961__bd3b95c8.npz,PIZZA,1287,40,0.2750,0.7250
isl_landmarks/42962__1c9e43ab.npz,PIZZA,1287,90,0.2556,0.7444
isl_landmarks/42966__66d5d3cc.npz,PIZZA,1287,75,0.0000,1.0000
isl_landmarks/42967__8b3523c6.npz,PIZZA,1287,43,0.0000,1.0000
isl_landmarks/42969__03386741.npz,PIZZA,1287,33,0.0000,1.0000
isl_landmarks/42987__fe7c78a1.npz,PLACE,1288,41,0.1220,0.8780
isl_landmarks/42988__612d1548.npz,PLACE,1288,38,0.1842,0.8158
isl_landmarks/42989__101b0563.npz,PLACE,1288,94,0.1064,0.8936
isl_landmarks/42994__7216e1e6.npz,PLACE,1288,86,0.5116,0.4884
isl_landmarks/43056__4dd2290f.npz,PLAN,1289,74,0.5135,0.4865
isl_landmarks/43057__3c2e5628.npz,PLAN,1289,37,0.3243,0.6757
isl_landmarks/43058__647423cd.npz,PLAN,1289,86,0.2442,0.7558
isl_landmarks/43061__4b03dcd8.npz,PLAN,1289,49,0.0000,1.0000
isl_landmarks/43062__5525f77b.npz,PLAN,1289,45,0.0000,1.0000
isl_landmarks/43067__d5c4024b.npz,PLAN,1289,97,0.4124,0.5876
isl_landmarks/43078__6083cfc3.npz,PLANT,1290,190,0.2474,0.7526
isl_landmarks/43079__39003f9c.npz,PLANT,1290,56,0.2679,0.7321
isl_landmarks/43081__8d4bfbbc.npz,PLANT,1290,82,0.2683,0.7317
isl_landmarks/43083__a15b3a5d.npz,PLANT,1290,43,0.0000,1.0000
isl_landmarks/43090__52b21dd8.npz,PLANT,1290,78,0.3974,0.6026
isl_landmarks/43113__2aeebf50.npz,PLATE,1291,38,0.1842,0.8158
isl_landmarks/43114__63d27748.npz,PLATE,1291,74,0.2703,0.7297
isl_landmarks/43117__e29326c2.npz,PLATE,1291,31,0.0000,1.0000
isl_landmarks/43124__96fafeaa.npz,PLATE,1291,78,0.5128,0.4872
isl_landmarks/43147__a0466252.npz,PLAYER,1293,109,0.4312,0.5688
isl_landmarks/43149__d5d1f22a.npz,PLAYER,1293,40,0.0000,1.0000
isl_landmarks/43166__a4598336.npz,PLAY,1292,92,0.3804,0.6196
isl_landmarks/43167__846f9183.npz,PLAY,1292,72,0.5833,0.4167
isl_landmarks/43168__7955cff9.npz,PLAY,1292,32,0.1250,0.8750
isl_landmarks/43169__907c546c.npz,PLAY,1292,53,0.1509,0.8491
isl_landmarks/43170__b7e85162.npz,PLAY,1292,88,0.2386,0.7614
isl_landmarks/43171__d0bafd58.npz,PLAY,1292,108,0.2130,0.7870
isl_landmarks/43173__4f864bc8.npz,PLAY,1292,44,0.0000,1.0000
isl_landmarks/43174__6f21a7d7.npz,PLAY,1292,87,0.0000,1.0000
isl_landmarks/43179__9e0ff57d.npz,PLAY,1292,78,0.5256,0.4744
isl_landmarks/43217__840f0f6e.npz,PLEASE,1294,78,0.4487,0.5513
isl_landmarks/43218__2253065a.npz,PLEASE,1294,65,0.3692,0.6308
isl_landmarks/43219__6f028167.npz,PLEASE,1294,80,0.1375,0.8625
isl_landmarks/43220__0d5f70f2.npz,PLEASE,1294,80,0.3250,0.6750
isl_landmarks/43222__13a569af.npz,PLEASE,1294,44,0.0000,1.0000
isl_landmarks/43226__f333a172.npz,PLEASE,1294,90,0.4333,0.5667
isl_landmarks/43254__728c598e.npz,PLENTY,1295,129,0.4264,0.5736
isl_landmarks/43255__56d10ed4.npz,PLENTY,1295,77,0.2597,0.7403
isl_landmarks/43257__a27cf08f.npz,PLENTY,1295,53,0.0000,1.0000
isl_landmarks/43258__4f0bb686.npz,PLENTY,1295,63,0.0000,1.0000
isl_landmarks/43339__91745442.npz,PLUS,1296,89,0.4382,0.5618
isl_landmarks/43340__65f9869a.npz,PLUS,1296,43,0.2093,0.7907
isl_landmarks/43341__234cc56e.npz,PLUS,1296,36,0.2222,0.7778
isl_landmarks/43342__b5a0dc84.npz,PLUS,1296,61,0.3770,0.6230
isl_landmarks/43345__5cd39e7e.npz,PLUS,1296,35,0.0000,1.0000
isl_landmarks/43349__ee3a14f5.npz,PLUS,1296,92,0.4130,0.5870
isl_landmarks/43367__79e31d20.npz,PNEUMONIA,1297,41,0.2439,0.7561
isl_landmarks/43368__e2f3048a.npz,PNEUMONIA,1297,39,0.2821,0.7179
isl_landmarks/43369__87aeae21.npz,PNEUMONIA,1297,67,0.2985,0.7015
isl_landmarks/43371__71bd35d2.npz,PNEUMONIA,1297,56,0.0000,1.0000
isl_landmarks/43373__e8cecc5e.npz,PNEUMONIA,1297,103,0.5534,0.4466
isl_landmarks/43380__bf0212e9.npz,POCKET,1298,35,0.2000,0.8000
isl_landmarks/43381__79ec6b90.npz,POCKET,1298,35,0.1143,0.8857
isl_landmarks/43382__c9b11942.npz,POCKET,1298,75,0.4133,0.5867
isl_landmarks/43384__2242fcce.npz,POCKET,1298,34,0.0000,1.0000
isl_landmarks/43385__e2336139.npz,POCKET,1298,32,0.1250,0.8750
isl_landmarks/43388__02e34b81.npz,POCKET,1298,97,0.5773,0.4227
isl_landmarks/43443__5e3af209.npz,POINT,1299,100,0.4600,0.5400
isl_landmarks/43444__ec92ae9d.npz,POINT,1299,74,0.3243,0.6757
isl_landmarks/43445__e8251102.npz,POINT,1299,33,0.2424,0.7576
isl_landmarks/43446__d649a681.npz,POINT,1299,46,0.3696,0.6304
isl_landmarks/43447__4ed6bffa.npz,POINT,1299,80,0.2875,0.7125
isl_landmarks/43452__2e1dce1a.npz,POINT,1299,40,0.0000,1.0000
isl_landmarks/43461__e251aca1.npz,POINT,1299,86,0.5814,0.4186
isl_landmarks/43462__39a36e2a.npz,POINT,1299,90,0.5778,0.4222
isl_landmarks/43507__c8c1a81d.npz,POLAR BEAR,1300,119,0.3697,0.6303
isl_landmarks/43508__193af1a2.npz,POLAR BEAR,1300,156,0.4359,0.5641
isl_landmarks/43510__5df341f0.npz,POLAR BEAR,1300,111,0.1712,0.8288
isl_landmarks/43511__9f27c529.npz,POLAR BEAR,1300,77,0.0130,0.9870
isl_landmarks/43513__e2deaac2.npz,POLAR BEAR,1300,116,0.4655,0.5345
isl_landmarks/43523__0c2c7396.npz,POLICE,1301,33,0.2424,0.7576
isl_landmarks/43524__25804bd8.npz,POLICE,1301,34,0.3529,0.6471
isl_landmarks/43525__5918dc8d.npz,POLICE,1301,90,0.3444,0.6556
isl_landmarks/43528__aaf3693e.npz,POLICE,1301,52,0.0000,1.0000
isl_landmarks/43529__10e148d8.npz,POLICE,1301,48,0.0000,1.0000
isl_landmarks/43535__8afc50a2.npz,POLICE,1301,74,0.5000,0.5000
isl_landmarks/43536__b75f0300.npz,POLICEMAN,1302,74,0.4595,0.5405
isl_landmarks/43537__b502018e.npz,POLICEMAN,1302,108,0.4259,0.5741
isl_landmarks/43538__f31ac906.npz,POLICEMAN,1302,90,0.3444,0.6556
isl_landmarks/43539__61636d04.npz,POLICEMAN,1302,52,0.0000,1.0000
isl_landmarks/43540__af3985ca.npz,POLICEMAN,1302,48,0.0000,1.0000
isl_landmarks/43553__8c7ab526.npz,POLICY,1303,88,0.5341,0.4659
isl_landmarks/43554__ba9e3fa0.npz,POLICY,1303,35,0.1714,0.8286
isl_landmarks/43555__7dc3e30e.npz,POLICY,1303,127,0.3937,0.6063
isl_landmarks/43557__0f1759f9.npz,POLICY,1303,57,0.0000,1.0000
isl_landmarks/43561__25cc4b6c.npz,POLICY,1303,81,0.5802,0.4198
isl_landmarks/43572__42a6d280.npz,POLITE,1304,29,0.5862,0.4138
isl_landmarks/43573__00eef074.npz,POLITE,1304,121,0.2975,0.7025
isl_landmarks/43575__f87d2470.npz,POLITE,1304,38,0.0000,1.0000
isl_landmarks/43594__ebd848e0.npz,POLITICS,1305,98,0.5918,0.4082
isl_landmarks/43595__f89b1f74.npz,POLITICS,1305,36,0.2222,0.7778
isl_landmarks/43596__1ffe3e84.npz,POLITICS,1305,114,0.3772,0.6228
isl_landmarks/43598__c9efcef3.npz,POLITICS,1305,46,0.0000,1.0000
isl_landmarks/43599__38be55d9.npz,POLITICS,1305,82,0.5854,0.4146
isl_landmarks/43671__77e7e390.npz,POOP,1306,68,0.4118,0.5882
isl_landmarks/43672__018e71f1.npz,POOP,1306,68,0.3235,0.6765
isl_landmarks/43674__c0063a00.npz,POOP,1306,28,0.0000,1.0000
isl_landmarks/43677__e9ca35ab.npz,POOP,1306,82,0.5488,0.4512
isl_landmarks/43679__fa1b65fe.npz,POOR,1307,85,0.5176,0.4824
isl_landmarks/43680__c6cb2d03.npz,POOR,1307,77,0.5195,0.4805
isl_landmarks/43681__85fe71cb.npz,POOR,1307,33,0.3636,0.6364
isl_landmarks/43682__c05ab153.npz,POOR,1307,104,0.2692,0.7308
isl_landmarks/43684__3f865e3a.npz,POOR,1307,45,0.0000,1.0000
isl_landmarks/43689__a9a1bc8e.npz,POOR,1307,86,0.5814,0.4186
isl_landmarks/43697__76a85c0f.npz,POPCORN,1308,29,0.2414,0.7586
isl_landmarks/43698__945f578d.npz,POPCORN,1308,64,0.1719,0.8281
isl_landmarks/43700__88b669d0.npz,POPCORN,1308,62,0.0000,1.0000
isl_landmarks/43703__2918cba3.npz,POPCORN,1308,96,0.5833,0.4167
isl_landmarks/43726__9c0b3b2d.npz,POPULAR,1309,89,0.4270,0.5730
isl_landmarks/43727__bf5faf70.npz,POPULAR,1309,116,0.3362,0.6638
isl_landmarks/43729__fe583f62.npz,POPULAR,1309,48,0.0000,1.0000
isl_landmarks/43730__2a8aac03.npz,POPULAR,1309,43,0.0000,1.0000
isl_landmarks/43733__4ab816cd.npz,POPULAR,1309,79,0.5443,0.4557
isl_landmarks/43800__a9fd57f9.npz,POSITION,1310,110,0.4909,0.5091
isl_landmarks/43801__b97ba6c5.npz,POSITION,1310,38,0.2105,0.7895
isl_landmarks/43802__78c26b0a.npz,POSITION,1310,111,0.1532,0.8468
isl_landmarks/43807__976b87df.npz,POSITION,1310,86,0.5116,0.4884
isl_landmarks/43809__361216a5.npz,POSITIVE,1311,64,0.5938,0.4062
isl_landmarks/43810__d87f8947.npz,POSITIVE,1311,125,0.2640,0.7360
isl_landmarks/43812__6d5a76e4.npz,POSITIVE,1311,35,0.0000,1.0000
isl_landmarks/43814__465b3f95.npz,POSITIVE,1311,92,0.4130,0.5870
isl_landmarks/43830__64a42742.npz,POSSIBLE,1312,83,0.0964,0.9036
isl_landmarks/43833__32267a04.npz,POSSIBLE,1312,36,0.0000,1.0000
isl_landmarks/43834__584c97a5.npz,POSSIBLE,1312,44,0.2045,0.7955
isl_landmarks/43835__f3425ad2.npz,POSSIBLE,1312,53,0.0000,1.0000
isl_landmarks/43836__4a7cde30.npz,POSSIBLE,1312,48,0.0208,0.9792
isl_landmarks/43839__76799cdc.npz,POSSIBLE,1312,85,0.6000,0.4000
isl_landmarks/43873__2608167d.npz,POST,1313,100,0.2500,0.7500
isl_landmarks/43901__b1a14ceb.npz,POSTPONE,1314,115,0.3652,0.6348
isl_landmarks/43902__44598e63.npz,POSTPONE,1314,36,0.1944,0.8056
isl_landmarks/43903__9654439c.npz,POSTPONE,1314,26,0.1538,0.8462
isl_landmarks/43904__87eb5534.npz,POSTPONE,1314,91,0.2418,0.7582
isl_landmarks/43907__0d30e6e3.npz,POSTPONE,1314,48,0.0000,1.0000
isl_landmarks/43908__445be91d.npz,POSTPONE,1314,39,0.0000,1.0000
isl_landmarks/43909__94493e06.npz,POSTPONE,1314,44,0.0000,1.0000
isl_landmarks/43910__7adcfdcd.npz,POSTPONE,1314,58,0.0000,1.0000
isl_landmarks/43929__cfd3a5fc.npz,POTATO,1315,75,0.3333,0.6667
isl_landmarks/43930__b7981846.npz,POTATO,1315,58,0.1552,0.8448
isl_landmarks/43931__8fdcf024.npz,POTATO,1315,33,0.3939,0.6061
isl_landmarks/43932__52695dd7.npz,POTATO,1315,94,0.3830,0.6170
isl_landmarks/43933__2e9cfd3f.npz,POTATO,1315,72,0.0972,0.9028
isl_landmarks/43935__20a99c01.npz,POTATO,1315,50,0.0000,1.0000
isl_landmarks/43938__a323f0a6.npz,POTATO,1315,84,0.5714,0.4286
isl_landmarks/43946__760452d6.npz,POTENTIAL,1316,83,0.0964,0.9036
isl_landmarks/43948__87cba78c.npz,POTENTIAL,1316,36,0.0000,1.0000
isl_landmarks/43949__d4e596eb.npz,POTENTIAL,1316,44,0.2045,0.7955
isl_landmarks/43950__ee367a31.npz,POTENTIAL,1316,85,0.6000,0.4000
isl_landmarks/43986__92364431.npz,POUND,1317,87,0.4483,0.5517
isl_landmarks/43987__2892b19f.npz,POUND,1317,36,0.2222,0.7778
isl_landmarks/43988__6ce37991.npz,POUND,1317,77,0.1818,0.8182
isl_landmarks/43989__f9c4299b.npz,POUND,1317,73,0.1370,0.8630
isl_landmarks/43994__1795456f.npz,POUND,1317,50,0.0000,1.0000
isl_landmarks/43996__859ae471.npz,POUND,1317,87,0.4713,0.5287
isl_landmarks/43999__31d98466.npz,POUR,1318,53,0.2830,0.7170
isl_landmarks/44000__f238f9a8.npz,POUR,1318,44,0.3864,0.6136
isl_landmarks/44001__d6f55014.npz,POUR,1318,42,0.2381,0.7619
isl_landmarks/44007__1252afe7.npz,POUR,1318,44,0.5227,0.4773
isl_landmarks/44011__7ff4daa7.npz,POUR,1318,82,0.3415,0.6585
isl_landmarks/44019__5f0db099.npz,POVERTY,1319,112,0.4464,0.5536
isl_landmarks/44020__f5990055.npz,POVERTY,1319,33,0.3333,0.6667
isl_landmarks/44023__b7dc7296.npz,POVERTY,1319,45,0.0000,1.0000
isl_landmarks/44024__60eb2ca0.npz,POVERTY,1319,86,0.5814,0.4186
isl_landmarks/44045__ab0ac4b6.npz,POWER,1320,48,0.2083,0.7917
isl_landmarks/44046__c659b030.npz,POWER,1320,31,0.2581,0.7419
isl_landmarks/44047__b9891c1e.npz,POWER,1320,101,0.3663,0.6337
isl_landmarks/44050__11e335f8.npz,POWER,1320,38,0.0000,1.0000
